19920681202254  3             IJL  40.405 -124.111  0.587  0.440 47.924  209.47
19920681407329  5           IJKLM  41.983 -125.929  0.025  0.012  1.725  215.09
19920681945314  5           IJKLM  41.831 -126.012  0.088  0.042  6.056  213.48
19920682123173  3             IJK  41.852 -126.017  0.897  0.174 66.940  202.77
19920682149179  3             IJK  41.403 -125.844  1.499  0.152 99.999  202.09
19920690536492  3             IJK  41.573 -125.808  1.426  0.149 99.999  207.95
19920690539359  5           IJKLM  41.497 -125.718  0.180  0.101 12.820  218.33
19920700415493  5           IJKLM  40.010 -126.437  0.014  0.007  0.964  225.19
19920700919421  3             IJK  42.415 -126.935  0.299  0.186 23.204  199.81
19920702303416  3             IJK  41.893 -127.171  0.381  0.203 29.466  208.49
19920710209550  5           IJKLM  41.571 -125.644  0.096  0.056  6.894  216.16
19920711505479  3             IJK  41.704 -125.522  2.153  0.120 99.999  205.25
19920711748097  4            IJKL  41.118 -126.206  0.083  0.034  5.840  208.22
19920720320533  4            IJKL  41.830 -125.830  0.032  0.013  2.252  211.71
19920720411504  4            IJKL  41.542 -125.657  0.172  0.082 12.453  211.23
19920720958120  4            IJKL  40.920 -125.166  0.412  0.248 31.310  215.19
19920721122147  4            IJKL  41.562 -127.156  0.271  0.106 18.342  209.27
19920721546354  5           IJKLM  41.335 -125.564  0.127  0.078  9.253  219.69
19920721711262  5           IJKLM  41.684 -127.211  0.063  0.027  4.086  219.78
19920721820183  4            IJKL  40.253 -127.375  0.117  0.043  7.958  215.41
