 PDE   1976   01 26 173519.40  44.73  150.08  33 4.90 mb GS   .. . .......      
 PDE   1976   01 27 044735.30  44.53  150.02  15 5.20 mb GS   .. . .......      
 PDE   1976   02 01 215747.50  44.31  150.07  50 4.60 mb GS   .. . .......      
 PDE   1976   02 02 030016.20  51.50  159.49  33 5.60 mb GS   .. . .......      
 PDE   1976   02 02 033046     51.47  159.40  49 5.10 mb GS   .. . .......      
 PDE   1976   02 02 070211.50  51.43  159.60  33 4.60 mb GS   .. . .......      
 PDE   1976   02 04 141930.10  45.40  152.49  33 4.70 mb GS   .. . .......      
 PDE   1976   02 07 150759.70  45.79  153.18  33 4.30 mb GS   .. . .......      
 PDE   1976   02 08 112922     45.41  153.38  33 4.80 mb GS   .. . .......      
 PDE   1976   02 16 124644     46.52  153.29  44 4.50 mb GS   .. . .......      
 PDE   1976   02 17 152215.90  49.77  156.11  17 4.40 mb GS   .. . .......      
 PDE   1976   02 20 135239.60  51.61  157.17 122 4.60 mb GS   .. . .......      
 PDE   1976   03 01 182726.80  51.65  159.14  45 4.70 mb GS   .. . .......      
 PDE   1976   03 25 183152.90  48.52  150.33 328 4.90 mb GS   .. . .......      
 PDE   1976   04 04 223829.50  49.43  150.66 332 4.70 mb GS   .. . .......      
 PDE   1976   04 12 041732.60  48.32  153.61 133 4.80 mb GS   .. . .......      
 PDE   1976   04 13 072620.20  47.15  152.52  94 5.00 mb GS   .. . .......      
 PDE   1976   04 18 092333.60  48.35  154.37  69 4.30 mb GS   .. . .......      
 PDE   1976   04 20 092744.50  47.22  154.13  33 5.20 mb GS   .. . .......      
 PDE   1976   04 20 194430.90  47.28  154.15  33 5.10 mb GS   .. . .......      
 PDE   1976   04 24 102300.20  47.21  152.53 100 4.50 mb GS   .. . .......      
 PDE   1976   05 02 152024.90  49.78  155.95  33 5.00 mb GS   .. . .......      
 PDE   1976   05 14 103028.20  48.35  153.74  93 4.70 mb GS   .. . .......      
 PDE   1976   05 25 080908.30  51.59  159.39  33 5.30 mb GS   .. . .......      
 PDE   1976   05 25 081645.80  51.61  159.36  43 5.50 mb GS   .. . .......      
 PDE   1976   05 31 131735.70  48.12  152.74 111 5.10 mb GS   .. . .......      
 PDE   1976   06 07 054915.40  48.84  154.93  33 5.10 mb GS   .. . .......      
 PDE   1976   06 10 101931.50  51.62  159.43  40 5.00 mb GS   .. . .......      
 PDE   1976   06 28 165235     48.44  157.08  17 4.70 mb GS   .. . .......      
 PDE   1976   06 30 125012.20  47.79  152.75 137 4.60 mb GS   .. . .......      
 PDE   1976   07 02 005222.50  46.56  152.75  33 4.60 mb GS   .. . .......      
 PDE   1976   07 11 102221.50  46.07  153.35  33 4.70 mb GS   .. . .......      
 PDE   1976   07 20 004832.20  48.25  154.97  34 5.10 mb GS   .. . .......      
 PDE   1976   07 22 065722.10  46.18  151.45  79 5.30 mb GS   .. . .......      
 PDE   1976   07 23 221756.50  45.27  150.14  33 5.10 mb GS   .. . .......      
 PDE   1976   08 04 060956.90  50.03  151.63 306 4.60 mb GS   .. . .......      
 PDE   1976   08 05 033059.10  46.87  153.71   9 5.20 mb GS   .. . .......      
 PDE   1976   08 05 060207.70  49.24  155.04  33 4.90 mb GS   .. . .......      
 PDE   1976   08 05 091350.30  46.65  153.81  33 4.90 mb GS   .. . .......      
 PDE   1976   08 06 071720.90  46.62  153.76  33 4.90 mb GS   .. . .......      
 PDE   1976   08 06 072715.20  46.77  153.77  19 5.20 mb GS   .. . .......      
 PDE   1976   08 07 061720.30  46.61  154.11  40 4.50 mb GS   .. . .......      
 PDE   1976   08 08 101647     48.32  154.12  41 4.70 mb GS   .. . .......      
 PDE   1976   08 09 002100.80  46.86  153.47  33 4.60 mb GS   .. . .......      
 PDE   1976   08 14 190822.90  51.42  156.78  33 4.80 mb GS   .. . .......      
 PDE   1976   08 15 063828.40  46.56  152.64  33 5.10 mb GS   .. . .......      
 PDE   1976   08 16 122832.40  51.92  158.43  50 5.30 mb GS   .. . .......      
 PDE   1976   09 05 005616.20  47.40  153.05  33 4.80 mb GS   .. . .......      
 PDE   1976   09 12 034945.60  50.18  154.50 146 5.00 mb GS   .. . .......      
 PDE   1976   09 12 052437.70  44.96  150.37  37 4.70 mb GS   .. . .......      
